strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_hold_5d_close,SG,2024-10-04,34.4935,33.318,1.1754,2024-10-11,37.8762,hold_5d_close,291,10037.59,984.38,0.09807,2.8778,-0.5474,4.4719,5,95.0,entry=rsi2_next_open; setup_rsi2=4.75; raw_entry=open:34.4900; slippage_bps=1.0; decision_date=2024-10-03 00:00:00; filter_close=33.6300; filter_ma50=32.1572; filter_avg_value_10=91.87; filter_adr20=6.23; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,BILI,2024-10-16,20.5421,20.235,0.3071,2024-10-17,19.4381,stop_loss,490,10065.61,-540.96,-0.053743,-3.5954,-4.957,0.9866,1,96.0,entry=rsi2_next_open; setup_rsi2=3.26; raw_entry=open:20.5400; slippage_bps=1.0; decision_date=2024-10-15 00:00:00; filter_close=20.3100; filter_ma50=17.4292; filter_avg_value_10=380.93; filter_adr20=6.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,AHR,2024-10-11,23.3629,22.7173,0.6456,2024-10-18,24.2031,hold_5d_close,430,10046.05,361.28,0.035962,1.3013,-0.1821,1.7809,5,96.0,entry=rsi2_next_open; setup_rsi2=0.06; raw_entry=open:23.3606; slippage_bps=1.0; decision_date=2024-10-10 00:00:00; filter_close=23.2358; filter_ma50=20.8605; filter_avg_value_10=48.72; filter_adr20=2.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,TLN,2024-10-14,159.766,148.02,11.746,2024-10-21,179.1621,hold_5d_close,62,9905.49,1202.56,0.121403,1.6513,-0.1078,1.8921,5,94.0,entry=rsi2_next_open; setup_rsi2=2.76; raw_entry=open:159.7500; slippage_bps=1.0; decision_date=2024-10-11 00:00:00; filter_close=159.1900; filter_ma50=153.4636; filter_avg_value_10=183.15; filter_adr20=5.35; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,BOOT,2024-10-14,160.056,159.17,0.886,2024-10-21,167.2433,hold_5d_close,62,9923.47,445.61,0.044905,8.1121,-1.1129,11.0316,5,91.0,entry=rsi2_next_open; setup_rsi2=4.10; raw_entry=open:160.0400; slippage_bps=1.0; decision_date=2024-10-11 00:00:00; filter_close=159.3600; filter_ma50=147.1884; filter_avg_value_10=81.50; filter_adr20=2.63; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,PI,2024-10-21,218.9419,218.24,0.7019,2024-10-23,218.2182,stop_loss,45,9852.39,-32.57,-0.003305,-1.0311,-6.2858,13.3186,2,94.0,entry=rsi2_next_open; setup_rsi2=3.54; raw_entry=open:218.9200; slippage_bps=1.0; decision_date=2024-10-18 00:00:00; filter_close=218.3000; filter_ma50=190.4096; filter_avg_value_10=84.69; filter_adr20=3.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,FUTU,2024-10-18,93.2021,83.0869,10.1151,2024-10-25,89.0108,hold_5d_close,108,10065.82,-452.66,-0.04497,-0.4144,-0.9701,0.0419,5,95.0,entry=rsi2_next_open; setup_rsi2=2.80; raw_entry=open:93.1928; slippage_bps=1.0; decision_date=2024-10-17 00:00:00; filter_close=86.2600; filter_ma50=72.8559; filter_avg_value_10=980.43; filter_adr20=8.82; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,HROW,2024-10-28,51.6652,50.56,1.1052,2024-10-28,50.5549,same_day_stop_loss_red_candle,195,10074.71,-216.49,-0.021489,-1.0046,-4.9542,0.2215,0,98.0,entry=rsi2_next_open; setup_rsi2=3.82; raw_entry=open:51.6600; slippage_bps=1.0; decision_date=2024-10-25 00:00:00; filter_close=50.6000; filter_ma50=45.8970; filter_avg_value_10=28.16; filter_adr20=5.35; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,LBRDK,2024-10-22,72.3574,72.2191,0.1383,2024-10-29,75.2734,hold_5d_close,139,10057.68,405.32,0.040299,21.0807,-0.0523,38.5995,5,90.0,entry=rsi2_next_open; setup_rsi2=2.10; raw_entry=open:72.3502; slippage_bps=1.0; decision_date=2024-10-21 00:00:00; filter_close=72.5187; filter_ma50=64.0397; filter_avg_value_10=67.05; filter_adr20=2.93; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,BWIN,2024-10-28,50.8351,50.12,0.7151,2024-10-29,50.115,stop_loss,198,10065.35,-142.58,-0.014165,-1.007,-1.3077,0.8459,1,92.0,entry=rsi2_next_open; setup_rsi2=2.38; raw_entry=open:50.8300; slippage_bps=1.0; decision_date=2024-10-25 00:00:00; filter_close=50.2400; filter_ma50=48.6701; filter_avg_value_10=30.50; filter_adr20=3.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,HROW,2024-10-29,46.9147,46.19,0.7247,2024-10-29,46.1854,same_day_stop_loss_red_candle,214,10039.74,-156.07,-0.015545,-1.0064,-2.2143,0.3109,0,98.0,entry=rsi2_next_open; setup_rsi2=1.40; raw_entry=open:46.9100; slippage_bps=1.0; decision_date=2024-10-28 00:00:00; filter_close=47.2000; filter_ma50=46.0626; filter_avg_value_10=31.23; filter_adr20=5.61; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,FTAI,2024-10-23,137.448,137.4441,0.0039,2024-10-30,143.1135,hold_5d_close,73,10033.7,413.58,0.04122,1459.9066,-749.801,1600.6611,5,95.0,entry=rsi2_next_open; setup_rsi2=2.99; raw_entry=open:137.4343; slippage_bps=1.0; decision_date=2024-10-22 00:00:00; filter_close=138.1337; filter_ma50=125.7652; filter_avg_value_10=156.37; filter_adr20=3.21; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,HROW,2024-10-30,46.0546,45.31,0.7446,2024-10-30,45.3055,same_day_stop_loss_red_candle,218,10039.9,-163.31,-0.016266,-1.0061,-2.5042,0.061,0,98.0,entry=rsi2_next_open; setup_rsi2=1.13; raw_entry=open:46.0500; slippage_bps=1.0; decision_date=2024-10-29 00:00:00; filter_close=46.5500; filter_ma50=46.2040; filter_avg_value_10=31.10; filter_adr20=5.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,VS,2024-10-30,2.1302,2.07,0.0602,2024-10-30,2.0698,same_day_stop_loss_red_candle,4731,10078.04,-285.85,-0.028363,-1.0034,-1.9965,0.4117,0,94.0,entry=rsi2_next_open; setup_rsi2=3.04; raw_entry=open:2.1300; slippage_bps=1.0; decision_date=2024-10-29 00:00:00; filter_close=2.1100; filter_ma50=1.5906; filter_avg_value_10=45.34; filter_adr20=20.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,CNK,2024-10-25,27.8651,27.5668,0.2983,2024-11-01,29.3958,hold_5d_close,361,10059.3,552.58,0.054932,5.1322,-0.1414,9.2368,5,90.0,entry=rsi2_next_open; setup_rsi2=4.30; raw_entry=open:27.8623; slippage_bps=1.0; decision_date=2024-10-24 00:00:00; filter_close=27.7835; filter_ma50=27.5139; filter_avg_value_10=61.69; filter_adr20=2.81; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,GEVO,2024-11-01,2.3702,2.3,0.0702,2024-11-01,2.2998,same_day_stop_loss_red_candle,4254,10082.99,-299.77,-0.02973,-1.0033,-2.2814,0.9933,0,99.0,entry=rsi2_next_open; setup_rsi2=2.42; raw_entry=open:2.3700; slippage_bps=1.0; decision_date=2024-10-31 00:00:00; filter_close=2.3300; filter_ma50=1.6554; filter_avg_value_10=33.39; filter_adr20=12.83; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,APLD,2024-11-01,6.8207,6.7,0.1207,2024-11-01,6.6993,same_day_stop_loss_red_candle,1477,10074.15,-179.24,-0.017792,-1.0056,-4.8117,3.516,0,93.0,entry=rsi2_next_open; setup_rsi2=3.42; raw_entry=open:6.8200; slippage_bps=1.0; decision_date=2024-10-31 00:00:00; filter_close=6.7600; filter_ma50=6.6652; filter_avg_value_10=111.12; filter_adr20=10.17; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,VNO,2024-11-01,40.5299,39.785,0.7449,2024-11-01,39.781,same_day_stop_loss_red_candle,248,10051.41,-185.72,-0.018477,-1.0053,-1.3487,0.0204,0,92.0,entry=rsi2_next_open; setup_rsi2=3.51; raw_entry=open:40.5258; slippage_bps=1.0; decision_date=2024-10-31 00:00:00; filter_close=39.8427; filter_ma50=36.9838; filter_avg_value_10=60.69; filter_adr20=2.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,SATS,2024-11-04,25.0825,24.53,0.5525,2024-11-04,24.5275,same_day_stop_loss_red_candle,401,10058.09,-222.54,-0.022125,-1.0044,-1.8145,0.3755,0,91.0,entry=rsi2_next_open; setup_rsi2=3.76; raw_entry=open:25.0800; slippage_bps=1.0; decision_date=2024-11-01 00:00:00; filter_close=24.6800; filter_ma50=23.8540; filter_avg_value_10=25.64; filter_adr20=3.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,VNO,2024-11-04,39.6446,39.5252,0.1194,2024-11-05,39.5212,stop_loss,254,10069.73,-31.34,-0.003112,-1.0331,-5.9952,15.5164,1,92.0,entry=rsi2_next_open; setup_rsi2=2.82; raw_entry=open:39.6406; slippage_bps=1.0; decision_date=2024-11-01 00:00:00; filter_close=39.6695; filter_ma50=37.1235; filter_avg_value_10=58.87; filter_adr20=2.60; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,CAPR,2024-11-05,18.6519,18.56,0.0919,2024-11-05,18.5581,same_day_stop_loss_red_candle,541,10090.66,-50.7,-0.005025,-1.0202,-6.987,7.0553,0,99.0,entry=rsi2_next_open; setup_rsi2=3.00; raw_entry=open:18.6500; slippage_bps=1.0; decision_date=2024-11-04 00:00:00; filter_close=18.6000; filter_ma50=12.6860; filter_avg_value_10=25.81; filter_adr20=11.99; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,EXK,2024-11-05,4.8305,4.7,0.1305,2024-11-05,4.6995,same_day_stop_loss_red_candle,2092,10105.37,-273.95,-0.02711,-1.0036,-1.1533,2.8319,0,95.0,entry=rsi2_next_open; setup_rsi2=4.61; raw_entry=open:4.8300; slippage_bps=1.0; decision_date=2024-11-04 00:00:00; filter_close=4.7700; filter_ma50=4.0744; filter_avg_value_10=33.96; filter_adr20=5.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,AAOI,2024-10-30,15.2915,15.19,0.1015,2024-11-06,16.2084,hold_5d_close,658,10061.83,603.29,0.059958,9.0304,-2.8714,26.6767,5,91.0,entry=rsi2_next_open; setup_rsi2=3.97; raw_entry=open:15.2900; slippage_bps=1.0; decision_date=2024-10-29 00:00:00; filter_close=15.6700; filter_ma50=14.2149; filter_avg_value_10=43.69; filter_adr20=8.34; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,IAG,2024-11-05,5.3305,5.27,0.0605,2024-11-06,4.9895,stop_loss,1896,10106.69,-646.6,-0.063977,-5.6338,-5.6256,1.478,1,90.0,entry=rsi2_next_open; setup_rsi2=3.52; raw_entry=open:5.3300; slippage_bps=1.0; decision_date=2024-11-04 00:00:00; filter_close=5.2900; filter_ma50=5.2550; filter_avg_value_10=42.99; filter_adr20=4.52; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,PCT,2024-11-05,12.5913,12.13,0.4613,2024-11-07,12.1288,stop_loss,802,10098.19,-370.9,-0.03673,-1.0026,-1.4986,3.7045,2,98.0,entry=rsi2_next_open; setup_rsi2=4.80; raw_entry=open:12.5900; slippage_bps=1.0; decision_date=2024-11-04 00:00:00; filter_close=12.5100; filter_ma50=9.2122; filter_avg_value_10=56.40; filter_adr20=8.35; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,EVGO,2024-11-07,6.6907,6.44,0.2507,2024-11-07,6.4394,same_day_stop_loss_red_candle,1525,10203.27,-383.25,-0.037562,-1.0026,-3.6728,0.9348,0,97.0,entry=rsi2_next_open; setup_rsi2=3.22; raw_entry=open:6.6900; slippage_bps=1.0; decision_date=2024-11-06 00:00:00; filter_close=6.6700; filter_ma50=5.9647; filter_avg_value_10=38.49; filter_adr20=8.06; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,PLTR,2024-11-01,41.9342,40.9,1.0342,2024-11-08,58.3842,hold_5d_close,240,10064.21,3947.99,0.392281,15.9061,-0.8724,15.9988,5,96.0,entry=rsi2_next_open; setup_rsi2=4.46; raw_entry=open:41.9300; slippage_bps=1.0; decision_date=2024-10-31 00:00:00; filter_close=41.5600; filter_ma50=37.7808; filter_avg_value_10=1554.40; filter_adr20=3.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,SE,2024-11-01,94.4895,92.5,1.9895,2024-11-08,93.5506,hold_5d_close,106,10015.88,-99.51,-0.009936,-0.4719,-0.6481,1.1966,5,93.0,entry=rsi2_next_open; setup_rsi2=2.14; raw_entry=open:94.4800; slippage_bps=1.0; decision_date=2024-10-31 00:00:00; filter_close=94.0500; filter_ma50=89.7818; filter_avg_value_10=248.79; filter_adr20=2.61; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,NVDA,2024-11-01,134.6601,132.0576,2.6024,2024-11-08,147.5567,hold_5d_close,74,9964.85,954.35,0.095772,4.9556,-0.0551,5.7833,5,92.0,entry=rsi2_next_open; setup_rsi2=3.83; raw_entry=open:134.6466; slippage_bps=1.0; decision_date=2024-10-31 00:00:00; filter_close=132.7074; filter_ma50=125.1682; filter_avg_value_10=29533.93; filter_adr20=3.04; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,EVGO,2024-11-08,6.1806,5.77,0.4106,2024-11-08,5.7694,same_day_stop_loss_red_candle,1655,10228.92,-680.53,-0.06653,-1.0014,-1.6819,0.0228,0,95.0,entry=rsi2_next_open; setup_rsi2=1.57; raw_entry=open:6.1800; slippage_bps=1.0; decision_date=2024-11-07 00:00:00; filter_close=6.1300; filter_ma50=6.0045; filter_avg_value_10=41.11; filter_adr20=8.05; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,CRMD,2024-11-05,9.581,9.4,0.181,2024-11-12,11.6688,hold_5d_close,1054,10098.33,2200.62,0.217919,11.5379,-0.0053,15.5784,5,97.0,entry=rsi2_next_open; setup_rsi2=3.77; raw_entry=open:9.5800; slippage_bps=1.0; decision_date=2024-11-04 00:00:00; filter_close=9.5900; filter_ma50=8.6166; filter_avg_value_10=25.17; filter_adr20=7.27; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,CORZ,2024-11-05,12.7313,12.51,0.2213,2024-11-12,17.0583,hold_5d_close,793,10095.9,3431.33,0.339873,19.5552,-0.5029,23.9466,5,97.0,entry=rsi2_next_open; setup_rsi2=4.47; raw_entry=open:12.7300; slippage_bps=1.0; decision_date=2024-11-04 00:00:00; filter_close=12.6000; filter_ma50=11.9564; filter_avg_value_10=151.99; filter_adr20=5.74; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,NNE,2024-11-05,17.4717,16.58,0.8917,2024-11-12,23.2177,hold_5d_close,578,10098.67,3321.15,0.32887,6.4435,-0.6972,8.3861,5,96.0,entry=rsi2_next_open; setup_rsi2=3.32; raw_entry=open:17.4700; slippage_bps=1.0; decision_date=2024-11-04 00:00:00; filter_close=16.8000; filter_ma50=15.2598; filter_avg_value_10=126.72; filter_adr20=16.71; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,VST,2024-11-05,115.3434,110.5623,4.7811,2024-11-12,140.9504,hold_5d_close,87,10034.88,2227.81,0.222006,5.3559,-0.0895,6.9434,5,93.0,entry=rsi2_next_open; setup_rsi2=4.64; raw_entry=open:115.3319; slippage_bps=1.0; decision_date=2024-11-04 00:00:00; filter_close=114.7667; filter_ma50=108.2749; filter_avg_value_10=637.77; filter_adr20=4.94; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,TPG,2024-11-05,58.5752,55.7799,2.7953,2024-11-12,63.3089,hold_5d_close,172,10074.94,814.19,0.080813,1.6934,-0.8225,2.7103,5,91.0,entry=rsi2_next_open; setup_rsi2=1.11; raw_entry=open:58.5694; slippage_bps=1.0; decision_date=2024-11-04 00:00:00; filter_close=57.8393; filter_ma50=54.9899; filter_avg_value_10=80.14; filter_adr20=3.22; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,VRT,2024-11-05,107.2901,104.3751,2.915,2024-11-12,123.5551,hold_5d_close,94,10085.27,1528.9,0.151598,5.5797,-0.1543,7.806,5,90.0,entry=rsi2_next_open; setup_rsi2=3.61; raw_entry=open:107.2794; slippage_bps=1.0; decision_date=2024-11-04 00:00:00; filter_close=106.0019; filter_ma50=97.1892; filter_avg_value_10=777.03; filter_adr20=3.47; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,JANX,2024-11-13,52.9253,51.995,0.9303,2024-11-13,51.9898,same_day_stop_loss_red_candle,193,10214.58,-180.55,-0.017676,-1.0056,-1.0699,0.8435,0,91.0,entry=rsi2_next_open; setup_rsi2=2.54; raw_entry=open:52.9200; slippage_bps=1.0; decision_date=2024-11-12 00:00:00; filter_close=52.8400; filter_ma50=49.3124; filter_avg_value_10=39.00; filter_adr20=5.79; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,COMP,2024-11-18,6.3206,6.31,0.0106,2024-11-18,6.3094,same_day_stop_loss_red_candle,1620,10239.42,-18.25,-0.001782,-1.0593,-21.6918,-0.0594,0,91.0,entry=rsi2_next_open; setup_rsi2=4.07; raw_entry=open:6.3200; slippage_bps=1.0; decision_date=2024-11-15 00:00:00; filter_close=6.3200; filter_ma50=6.1276; filter_avg_value_10=31.79; filter_adr20=5.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,RVMD,2024-11-18,55.3155,54.89,0.4255,2024-11-18,54.8845,same_day_stop_loss_red_candle,185,10233.37,-79.74,-0.007792,-1.0129,-3.82,1.491,0,90.0,entry=rsi2_next_open; setup_rsi2=2.56; raw_entry=open:55.3100; slippage_bps=1.0; decision_date=2024-11-15 00:00:00; filter_close=55.1300; filter_ma50=49.1404; filter_avg_value_10=101.91; filter_adr20=4.48; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,LEU,2024-11-18,72.0072,68.65,3.3572,2024-11-19,68.6431,stop_loss,142,10225.02,-477.7,-0.046718,-1.002,-2.2183,2.1931,1,92.0,entry=rsi2_next_open; setup_rsi2=1.96; raw_entry=open:72.0000; slippage_bps=1.0; decision_date=2024-11-15 00:00:00; filter_close=70.1600; filter_ma50=69.2742; filter_avg_value_10=201.07; filter_adr20=12.43; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,EXEL,2024-11-18,34.1534,34.06,0.0934,2024-11-19,34.0566,stop_loss,299,10211.87,-28.95,-0.002835,-1.0365,-3.5692,5.1018,1,92.0,entry=rsi2_next_open; setup_rsi2=3.17; raw_entry=open:34.1500; slippage_bps=1.0; decision_date=2024-11-15 00:00:00; filter_close=34.4500; filter_ma50=29.0432; filter_avg_value_10=82.15; filter_adr20=2.69; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,POWL,2024-11-18,95.5164,89.3206,6.1958,2024-11-20,89.1355,stop_loss,107,10220.26,-682.75,-0.066804,-1.0299,-1.9175,1.3039,2,96.0,entry=rsi2_next_open; setup_rsi2=3.02; raw_entry=open:95.5069; slippage_bps=1.0; decision_date=2024-11-15 00:00:00; filter_close=92.2895; filter_ma50=82.1559; filter_avg_value_10=147.11; filter_adr20=6.33; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,HRI,2024-11-20,210.1601,208.2415,1.9185,2024-11-20,208.2207,same_day_stop_loss_red_candle,48,10087.68,-93.09,-0.009228,-1.0109,-2.1463,0.2173,0,92.0,entry=rsi2_next_open; setup_rsi2=2.97; raw_entry=open:210.1391; slippage_bps=1.0; decision_date=2024-11-19 00:00:00; filter_close=209.7498; filter_ma50=177.8770; filter_avg_value_10=90.08; filter_adr20=3.31; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,LBRDK,2024-11-20,81.0943,80.927,0.1673,2024-11-21,80.9189,stop_loss,126,10217.88,-22.1,-0.002163,-1.0484,-2.0634,8.1233,1,90.0,entry=rsi2_next_open; setup_rsi2=1.64; raw_entry=open:81.0861; slippage_bps=1.0; decision_date=2024-11-19 00:00:00; filter_close=81.1049; filter_ma50=74.5180; filter_avg_value_10=205.23; filter_adr20=3.35; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,AGX,2024-11-18,135.9912,125.6091,10.3821,2024-11-25,155.3337,hold_5d_close,75,10199.34,1450.69,0.142234,1.8631,-0.2338,2.5297,5,97.0,entry=rsi2_next_open; setup_rsi2=1.87; raw_entry=open:135.9776; slippage_bps=1.0; decision_date=2024-11-15 00:00:00; filter_close=135.1762; filter_ma50=116.1938; filter_avg_value_10=49.19; filter_adr20=5.03; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,ADMA,2024-11-18,19.0419,19.02,0.0219,2024-11-25,21.4679,hold_5d_close,537,10225.5,1302.73,0.1274,110.7513,-6.4784,129.567,5,96.0,entry=rsi2_next_open; setup_rsi2=4.88; raw_entry=open:19.0400; slippage_bps=1.0; decision_date=2024-11-15 00:00:00; filter_close=19.0400; filter_ma50=18.5429; filter_avg_value_10=90.70; filter_adr20=5.16; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,CORT,2024-11-18,52.0052,51.51,0.4952,2024-11-25,59.0241,hold_5d_close,196,10193.02,1375.7,0.134965,14.1738,-0.6365,15.2156,5,94.0,entry=rsi2_next_open; setup_rsi2=4.36; raw_entry=open:52.0000; slippage_bps=1.0; decision_date=2024-11-15 00:00:00; filter_close=51.8300; filter_ma50=46.4612; filter_avg_value_10=63.52; filter_adr20=5.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,CRDO,2024-11-18,40.154,39.18,0.974,2024-11-25,47.0653,hold_5d_close,254,10199.12,1755.46,0.172119,7.0956,-0.2095,8.7226,5,93.0,entry=rsi2_next_open; setup_rsi2=2.28; raw_entry=open:40.1500; slippage_bps=1.0; decision_date=2024-11-15 00:00:00; filter_close=39.7600; filter_ma50=35.6163; filter_avg_value_10=119.13; filter_adr20=5.39; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,PTON,2024-11-19,7.4307,7.36,0.0707,2024-11-26,9.649,hold_5d_close,1380,10254.43,3061.24,0.298529,31.3572,-1.7068,37.7319,5,97.0,entry=rsi2_next_open; setup_rsi2=3.97; raw_entry=open:7.4300; slippage_bps=1.0; decision_date=2024-11-18 00:00:00; filter_close=7.5800; filter_ma50=5.8656; filter_avg_value_10=154.40; filter_adr20=8.41; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,TVTX,2024-11-19,17.3917,16.86,0.5317,2024-11-26,19.0581,hold_5d_close,590,10261.13,983.15,0.095813,3.1338,-0.7837,3.2502,5,96.0,entry=rsi2_next_open; setup_rsi2=4.51; raw_entry=open:17.3900; slippage_bps=1.0; decision_date=2024-11-18 00:00:00; filter_close=17.3900; filter_ma50=16.3605; filter_avg_value_10=28.73; filter_adr20=6.25; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,EWTX,2024-11-19,30.373,29.821,0.552,2024-11-26,32.0768,hold_5d_close,338,10266.09,575.87,0.056094,3.0863,-0.7482,4.7587,5,91.0,entry=rsi2_next_open; setup_rsi2=1.19; raw_entry=open:30.3700; slippage_bps=1.0; decision_date=2024-11-18 00:00:00; filter_close=30.7900; filter_ma50=29.7803; filter_avg_value_10=29.34; filter_adr20=5.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,COMP,2024-11-19,6.1306,6.09,0.0406,2024-11-26,7.1693,hold_5d_close,1675,10268.78,1739.77,0.169424,25.5748,-1.4925,27.5623,5,90.0,entry=rsi2_next_open; setup_rsi2=2.38; raw_entry=open:6.1300; slippage_bps=1.0; decision_date=2024-11-18 00:00:00; filter_close=6.1900; filter_ma50=6.1334; filter_avg_value_10=28.97; filter_adr20=5.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,LUMN,2024-11-20,7.7508,7.35,0.4008,2024-11-27,7.3493,stop_loss,1325,10269.78,-532.0,-0.051803,-1.0018,-1.1747,1.3455,5,98.0,entry=rsi2_next_open; setup_rsi2=2.15; raw_entry=open:7.7500; slippage_bps=1.0; decision_date=2024-11-19 00:00:00; filter_close=7.7400; filter_ma50=7.0304; filter_avg_value_10=193.83; filter_adr20=8.24; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,VSCO,2024-11-22,34.6935,34.5,0.1935,2024-11-29,38.8361,hold_5d_close,297,10303.96,1230.37,0.119407,21.4126,-0.0179,24.2755,5,92.0,entry=rsi2_next_open; setup_rsi2=4.15; raw_entry=open:34.6900; slippage_bps=1.0; decision_date=2024-11-21 00:00:00; filter_close=34.9700; filter_ma50=28.9778; filter_avg_value_10=64.86; filter_adr20=4.48; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,LUMN,2024-12-02,7.3007,7.29,0.0107,2024-12-02,7.2893,same_day_stop_loss_red_candle,1416,10337.83,-16.23,-0.00157,-1.0679,-29.8903,3.6598,0,97.0,entry=rsi2_next_open; setup_rsi2=4.84; raw_entry=open:7.3000; slippage_bps=1.0; decision_date=2024-11-29 00:00:00; filter_close=7.3400; filter_ma50=7.2354; filter_avg_value_10=96.15; filter_adr20=8.33; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,ROOT,2024-12-04,92.7293,91.98,0.7493,2024-12-04,91.9708,same_day_stop_loss_red_candle,111,10292.95,-84.19,-0.008179,-1.0123,-4.9639,2.6569,0,97.0,entry=rsi2_next_open; setup_rsi2=3.38; raw_entry=open:92.7200; slippage_bps=1.0; decision_date=2024-12-03 00:00:00; filter_close=92.8600; filter_ma50=62.1932; filter_avg_value_10=52.01; filter_adr20=11.04; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,LB,2024-12-09,63.7901,62.7421,1.0479,2024-12-09,62.7359,same_day_stop_loss_red_candle,162,10333.99,-170.78,-0.016526,-1.006,-2.5619,1.4422,0,96.0,entry=rsi2_next_open; setup_rsi2=4.82; raw_entry=open:63.7837; slippage_bps=1.0; decision_date=2024-12-06 00:00:00; filter_close=63.5952; filter_ma50=58.5249; filter_avg_value_10=44.88; filter_adr20=10.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_close,IESC,2024-12-09,268.1968,264.11,4.0868,2024-12-09,264.0836,same_day_stop_loss_red_candle,38,10191.48,-156.3,-0.015337,-1.0065,-4.1442,-0.0066,0,92.0,entry=rsi2_next_open; setup_rsi2=4.18; raw_entry=open:268.1700; slippage_bps=1.0; decision_date=2024-12-06 00:00:00; filter_close=268.1700; filter_ma50=244.1556; filter_avg_value_10=64.69; filter_adr20=7.71; rs_bucket=rs90_100
