strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_rsi2_gt_60,DJT,2024-05-21,48.1848,,,2024-05-24,45.8054,rsi2_gt_60,2075,99983.5,-4937.25,-0.049381,,,,3,97.0,entry=rsi2_next_open; setup_rsi2=4.98; raw_entry=open:48.1800; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-05-20 00:00:00; filter_close=48.3800; filter_ma50=43.3610; filter_avg_value_10=218.38; filter_adr20=10.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,ABVX,2025-12-04,112.5113,,,2025-12-05,114.4986,rsi2_gt_60,1810,203645.36,3597.02,0.017663,,,,1,99.0,entry=rsi2_next_open; setup_rsi2=2.74; raw_entry=open:112.5000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-03 00:00:00; filter_close=110.9300; filter_ma50=100.0527; filter_avg_value_10=183.48; filter_adr20=5.62; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,AUPH,2025-12-04,14.7615,,,2025-12-05,15.6184,rsi2_gt_60,13782,203442.67,11810.65,0.058054,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=2.88; raw_entry=open:14.7600; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-03 00:00:00; filter_close=14.9100; filter_ma50=13.3350; filter_avg_value_10=28.27; filter_adr20=4.11; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,ABVX,2025-12-05,109.761,,,2025-12-08,115.0385,rsi2_gt_60,1849,202948.04,9758.14,0.048082,,,,1,99.0,entry=rsi2_next_open; setup_rsi2=2.56; raw_entry=open:109.7500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-04 00:00:00; filter_close=110.6400; filter_ma50=100.6145; filter_avg_value_10=202.90; filter_adr20=5.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,ALB,2025-12-05,123.1447,,,2025-12-08,126.4912,rsi2_gt_60,1655,203804.5,5538.44,0.027175,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=4.51; raw_entry=open:123.1324; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-04 00:00:00; filter_close=118.4880; filter_ma50=101.8430; filter_avg_value_10=434.11; filter_adr20=5.60; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,ADPT,2025-12-04,16.8617,,,2025-12-10,15.7384,rsi2_gt_60,12110,204195.02,-13602.69,-0.066616,,,,4,90.0,entry=rsi2_next_open; setup_rsi2=2.79; raw_entry=open:16.8600; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-03 00:00:00; filter_close=17.1300; filter_ma50=16.1072; filter_avg_value_10=53.88; filter_adr20=7.23; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,AU,2025-12-09,77.0237,,,2025-12-10,80.9615,rsi2_gt_60,2657,204652.1,10462.68,0.051124,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=1.06; raw_entry=open:77.0160; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-08 00:00:00; filter_close=77.5078; filter_ma50=73.2719; filter_avg_value_10=243.47; filter_adr20=4.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,W,2025-12-04,95.3195,,,2025-12-11,99.51,rsi2_gt_60,2149,204841.67,9005.42,0.043963,,,,5,90.0,entry=rsi2_next_open; setup_rsi2=3.37; raw_entry=open:95.3100; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-03 00:00:00; filter_close=95.2000; filter_ma50=94.1422; filter_avg_value_10=354.89; filter_adr20=5.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,INSM,2025-12-09,194.5195,,,2025-12-12,196.9903,rsi2_gt_60,1052,204634.46,2599.33,0.012702,,,,3,94.0,entry=rsi2_next_open; setup_rsi2=2.37; raw_entry=open:194.5000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-08 00:00:00; filter_close=196.5500; filter_ma50=180.3672; filter_avg_value_10=706.41; filter_adr20=3.38; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,IONS,2025-12-10,79.3879,,,2025-12-12,80.8119,rsi2_gt_60,2585,205217.81,3680.99,0.017937,,,,2,92.0,entry=rsi2_next_open; setup_rsi2=1.72; raw_entry=open:79.3800; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-09 00:00:00; filter_close=78.8600; filter_ma50=73.8632; filter_avg_value_10=168.40; filter_adr20=3.84; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,BKD,2025-12-04,10.5911,,,2025-12-16,10.489,rsi2_gt_60,19200,203348.34,-1960.48,-0.009641,,,,8,91.0,entry=rsi2_next_open; setup_rsi2=2.40; raw_entry=open:10.5900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-03 00:00:00; filter_close=10.6100; filter_ma50=9.3750; filter_avg_value_10=43.28; filter_adr20=4.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,FSLY,2025-12-08,10.5611,,,2025-12-18,10.249,rsi2_gt_60,19346,204314.2,-6037.53,-0.02955,,,,8,90.0,entry=rsi2_next_open; setup_rsi2=3.24; raw_entry=open:10.5600; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-05 00:00:00; filter_close=10.5200; filter_ma50=9.6044; filter_avg_value_10=61.35; filter_adr20=7.13; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,VICR,2025-12-17,97.0997,,,2025-12-18,98.2802,rsi2_gt_60,2075,201481.89,2449.47,0.012157,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=4.52; raw_entry=open:97.0900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-16 00:00:00; filter_close=93.4500; filter_ma50=83.3782; filter_avg_value_10=31.34; filter_adr20=5.25; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,GRAL,2025-12-15,92.2492,,,2025-12-19,91.0809,rsi2_gt_60,2234,206084.76,-2610.06,-0.012665,,,,4,97.0,entry=rsi2_next_open; setup_rsi2=2.82; raw_entry=open:92.2400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-12 00:00:00; filter_close=90.8200; filter_ma50=86.6257; filter_avg_value_10=88.72; filter_adr20=9.19; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,WGS,2025-12-15,151.7552,,,2025-12-19,140.426,rsi2_gt_60,1357,205931.78,-15373.75,-0.074655,,,,4,91.0,entry=rsi2_next_open; setup_rsi2=3.31; raw_entry=open:151.7400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-12 00:00:00; filter_close=151.5100; filter_ma50=138.3131; filter_avg_value_10=64.30; filter_adr20=5.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,NRIX,2025-12-18,18.2418,,,2025-12-19,18.5181,rsi2_gt_60,10922,199237.2,3018.02,0.015148,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:18.2400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-17 00:00:00; filter_close=18.2100; filter_ma50=14.0115; filter_avg_value_10=45.14; filter_adr20=7.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,COHR,2025-12-18,178.7679,,,2025-12-19,185.8114,rsi2_gt_60,1113,198968.64,7839.46,0.039401,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=4.48; raw_entry=open:178.7500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-17 00:00:00; filter_close=170.4400; filter_ma50=146.3204; filter_avg_value_10=953.29; filter_adr20=7.40; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,GSAT,2025-12-18,58.3458,,,2025-12-19,62.2438,rsi2_gt_60,3404,198609.22,13268.59,0.066808,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=2.72; raw_entry=open:58.3400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-17 00:00:00; filter_close=56.9100; filter_ma50=55.2836; filter_avg_value_10=60.98; filter_adr20=6.73; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,VISN,2025-12-18,8.8673,,,2025-12-19,8.924,rsi2_gt_60,22414,198750.58,1272.6,0.006403,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=3.40; raw_entry=open:8.8664; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-17 00:00:00; filter_close=8.6712; filter_ma50=8.4198; filter_avg_value_10=37.38; filter_adr20=4.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,TER,2025-12-18,192.4388,,,2025-12-19,195.0789,rsi2_gt_60,1030,198211.94,2719.33,0.013719,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=4.95; raw_entry=open:192.4195; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-17 00:00:00; filter_close=185.1326; filter_ma50=169.7500; filter_avg_value_10=591.75; filter_adr20=4.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,PRM,2025-12-18,27.9628,,,2025-12-19,28.3072,rsi2_gt_60,7087,198172.33,2440.57,0.012315,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=2.95; raw_entry=open:27.9600; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-17 00:00:00; filter_close=27.6200; filter_ma50=25.0820; filter_avg_value_10=33.47; filter_adr20=3.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,MU,2025-12-18,256.3444,,,2025-12-19,265.6744,rsi2_gt_60,772,197897.85,7202.83,0.036397,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=4.15; raw_entry=open:256.3187; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-17 00:00:00; filter_close=225.3343; filter_ma50=224.6722; filter_avg_value_10=5783.14; filter_adr20=5.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,U,2025-12-18,45.0045,,,2025-12-19,46.4154,rsi2_gt_60,4387,197434.74,6189.43,0.031349,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=3.06; raw_entry=open:45.0000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-17 00:00:00; filter_close=43.7800; filter_ma50=40.2332; filter_avg_value_10=396.70; filter_adr20=5.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,ARQT,2025-12-15,29.2029,,,2025-12-22,29.897,rsi2_gt_60,7049,205851.39,4892.63,0.023768,,,,5,96.0,entry=rsi2_next_open; setup_rsi2=3.38; raw_entry=open:29.2000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-12 00:00:00; filter_close=29.0200; filter_ma50=25.0490; filter_avg_value_10=58.45; filter_adr20=5.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,RCUS,2025-12-15,21.5122,,,2025-12-22,23.2177,rsi2_gt_60,9561,205677.68,16306.53,0.079282,,,,5,95.0,entry=rsi2_next_open; setup_rsi2=2.87; raw_entry=open:21.5100; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-12 00:00:00; filter_close=21.5300; filter_ma50=20.1202; filter_avg_value_10=59.44; filter_adr20=6.15; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,AMKR,2025-12-17,40.9057,,,2025-12-22,40.7079,rsi2_gt_60,4927,201542.45,-974.55,-0.004835,,,,3,94.0,entry=rsi2_next_open; setup_rsi2=4.20; raw_entry=open:40.9016; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-16 00:00:00; filter_close=40.2030; filter_ma50=35.0176; filter_avg_value_10=185.76; filter_adr20=5.60; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,PUMP,2025-12-17,9.631,,,2025-12-22,9.3491,rsi2_gt_60,20821,200526.28,-5869.39,-0.02927,,,,3,92.0,entry=rsi2_next_open; setup_rsi2=3.07; raw_entry=open:9.6300; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-16 00:00:00; filter_close=9.5200; filter_ma50=8.8318; filter_avg_value_10=28.38; filter_adr20=5.96; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,SVRA,2025-12-18,6.2406,,,2025-12-22,6.4694,rsi2_gt_60,32020,199824.77,7323.9,0.036652,,,,2,97.0,entry=rsi2_next_open; setup_rsi2=4.73; raw_entry=open:6.2400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-17 00:00:00; filter_close=6.1100; filter_ma50=4.7946; filter_avg_value_10=30.89; filter_adr20=8.16; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,NRIX,2025-12-19,18.0018,,,2025-12-22,19.3381,rsi2_gt_60,11418,205544.55,15257.49,0.07423,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=2.57; raw_entry=open:18.0000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-18 00:00:00; filter_close=18.0100; filter_ma50=14.1721; filter_avg_value_10=46.26; filter_adr20=6.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,RVMD,2025-12-19,77.5678,,,2025-12-22,80.5719,rsi2_gt_60,2657,206097.52,7982.13,0.03873,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=3.83; raw_entry=open:77.5600; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-18 00:00:00; filter_close=75.9600; filter_ma50=65.5163; filter_avg_value_10=207.66; filter_adr20=3.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,PTGX,2025-12-19,86.5887,,,2025-12-23,88.7211,rsi2_gt_60,2384,206427.37,5083.81,0.024628,,,,2,90.0,entry=rsi2_next_open; setup_rsi2=4.71; raw_entry=open:86.5800; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-18 00:00:00; filter_close=85.7900; filter_ma50=82.9457; filter_avg_value_10=114.33; filter_adr20=3.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,SVRA,2025-12-22,5.9806,,,2025-12-23,6.4394,rsi2_gt_60,35426,211868.67,16251.96,0.076708,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=3.72; raw_entry=open:5.9800; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-19 00:00:00; filter_close=6.0500; filter_ma50=4.8990; filter_avg_value_10=32.71; filter_adr20=7.49; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,HLF,2025-12-23,13.6414,,,2025-12-24,14.1786,rsi2_gt_60,15641,213364.58,8402.63,0.039382,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=4.48; raw_entry=open:13.6400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-22 00:00:00; filter_close=13.6500; filter_ma50=10.5522; filter_avg_value_10=38.41; filter_adr20=4.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,JMIA,2025-12-30,11.6112,,,2025-12-31,12.4888,rsi2_gt_60,18357,213146.08,16109.92,0.075582,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=3.93; raw_entry=open:11.6100; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-29 00:00:00; filter_close=11.6200; filter_ma50=11.3968; filter_avg_value_10=39.70; filter_adr20=6.43; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,PARR,2025-12-11,42.0242,,,2026-01-02,35.8164,rsi2_gt_60,4912,206422.88,-30492.64,-0.147719,,,,16,91.0,entry=rsi2_next_open; setup_rsi2=3.37; raw_entry=open:42.0200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-10 00:00:00; filter_close=42.9200; filter_ma50=40.3890; filter_avg_value_10=36.31; filter_adr20=5.20; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,SLI,2025-12-29,4.6205,,,2026-01-02,4.7795,rsi2_gt_60,46303,213941.25,7364.97,0.034425,,,,4,94.0,entry=rsi2_next_open; setup_rsi2=3.56; raw_entry=open:4.6200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-26 00:00:00; filter_close=4.5500; filter_ma50=4.1668; filter_avg_value_10=25.48; filter_adr20=6.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,LMND,2025-12-30,71.3071,,,2026-01-02,75.9524,rsi2_gt_60,3004,214206.63,13954.39,0.065145,,,,3,90.0,entry=rsi2_next_open; setup_rsi2=4.54; raw_entry=open:71.3000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-29 00:00:00; filter_close=71.3200; filter_ma50=70.5044; filter_avg_value_10=175.51; filter_adr20=7.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,KSS,2025-12-31,20.1516,,,2026-01-02,21.1277,rsi2_gt_60,10697,215561.26,10441.55,0.048439,,,,2,91.0,entry=rsi2_next_open; setup_rsi2=3.48; raw_entry=open:20.1495; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-30 00:00:00; filter_close=20.1495; filter_ma50=19.2323; filter_avg_value_10=80.94; filter_adr20=4.77; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,IDR,2026-01-02,40.9641,,,2026-01-05,45.2555,rsi2_gt_60,5259,215430.18,22568.35,0.104759,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=4.91; raw_entry=open:40.9600; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-31 00:00:00; filter_close=40.3000; filter_ma50=37.2720; filter_avg_value_10=38.82; filter_adr20=7.93; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,MDB,2026-01-02,422.5422,,,2026-01-05,420.7779,rsi2_gt_60,510,215496.55,-899.81,-0.004175,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=4.60; raw_entry=open:422.5000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-31 00:00:00; filter_close=419.6900; filter_ma50=375.8404; filter_avg_value_10=472.61; filter_adr20=2.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,TER,2026-01-02,199.2266,,,2026-01-05,219.3863,rsi2_gt_60,1077,214567.07,21712.0,0.10119,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=4.42; raw_entry=open:199.2067; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-31 00:00:00; filter_close=193.4791; filter_ma50=179.9791; filter_avg_value_10=488.50; filter_adr20=2.93; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,ENVA,2026-01-02,158.0158,,,2026-01-05,162.3438,rsi2_gt_60,1364,215533.55,5903.34,0.027389,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=3.19; raw_entry=open:158.0000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-31 00:00:00; filter_close=157.2000; filter_ma50=135.9548; filter_avg_value_10=40.78; filter_adr20=3.20; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,FORM,2026-01-02,57.8558,,,2026-01-05,62.6837,rsi2_gt_60,3679,212851.43,17762.01,0.083448,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=2.54; raw_entry=open:57.8500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-31 00:00:00; filter_close=55.7800; filter_ma50=53.1938; filter_avg_value_10=56.25; filter_adr20=3.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,VIAV,2026-01-02,18.0518,,,2026-01-05,18.1082,rsi2_gt_60,11855,214004.14,668.45,0.003124,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=4.20; raw_entry=open:18.0500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-31 00:00:00; filter_close=17.8200; filter_ma50=17.0820; filter_avg_value_10=40.21; filter_adr20=3.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,ARWR,2026-01-02,66.3066,,,2026-01-06,70.8029,rsi2_gt_60,3242,214966.1,14576.95,0.06781,,,,2,98.0,entry=rsi2_next_open; setup_rsi2=3.67; raw_entry=open:66.3000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-31 00:00:00; filter_close=66.3900; filter_ma50=52.4775; filter_avg_value_10=110.77; filter_adr20=5.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,FN,2026-01-02,464.7865,,,2026-01-06,479.1221,rsi2_gt_60,459,213336.99,6580.06,0.030843,,,,2,90.0,entry=rsi2_next_open; setup_rsi2=3.52; raw_entry=open:464.7400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-31 00:00:00; filter_close=455.2800; filter_ma50=449.5932; filter_avg_value_10=220.94; filter_adr20=4.82; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,ASM,2026-01-05,6.1306,,,2026-01-06,6.4194,rsi2_gt_60,34684,212634.19,10014.83,0.047099,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=2.32; raw_entry=open:6.1300; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-02 00:00:00; filter_close=5.9200; filter_ma50=5.3376; filter_avg_value_10=34.50; filter_adr20=6.21; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,RIGL,2026-01-05,41.7042,,,2026-01-06,43.2757,rsi2_gt_60,5072,211523.55,7970.65,0.037682,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=3.35; raw_entry=open:41.7000; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-02 00:00:00; filter_close=41.8300; filter_ma50=40.5546; filter_avg_value_10=28.11; filter_adr20=5.41; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,OLMA,2025-12-29,26.0026,,,2026-01-07,27.0673,rsi2_gt_60,8239,214235.42,8772.0,0.040946,,,,7,99.0,entry=rsi2_next_open; setup_rsi2=2.69; raw_entry=open:26.0000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-26 00:00:00; filter_close=26.2300; filter_ma50=18.8900; filter_avg_value_10=83.04; filter_adr20=8.47; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,COGT,2025-12-31,35.7536,,,2026-01-07,36.2664,rsi2_gt_60,5989,214128.16,3071.15,0.014343,,,,5,99.0,entry=rsi2_next_open; setup_rsi2=4.79; raw_entry=open:35.7500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-30 00:00:00; filter_close=37.1200; filter_ma50=31.1728; filter_avg_value_10=87.09; filter_adr20=5.24; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,KYMR,2025-12-31,77.6978,,,2026-01-07,76.6823,rsi2_gt_60,2754,213979.66,-2796.52,-0.013069,,,,5,95.0,entry=rsi2_next_open; setup_rsi2=2.41; raw_entry=open:77.6900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-30 00:00:00; filter_close=78.1200; filter_ma50=69.7824; filter_avg_value_10=65.11; filter_adr20=5.49; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,SYRE,2025-12-31,31.7832,,,2026-01-07,31.0469,rsi2_gt_60,6734,214027.93,-4958.14,-0.023166,,,,5,94.0,entry=rsi2_next_open; setup_rsi2=2.84; raw_entry=open:31.7800; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-30 00:00:00; filter_close=31.8800; filter_ma50=27.8748; filter_avg_value_10=29.02; filter_adr20=5.07; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,ORKA,2025-12-31,29.1229,,,2026-01-07,27.8072,rsi2_gt_60,7372,214694.11,-9699.3,-0.045177,,,,5,94.0,entry=rsi2_next_open; setup_rsi2=4.67; raw_entry=open:29.1200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-30 00:00:00; filter_close=29.1200; filter_ma50=28.9356; filter_avg_value_10=29.52; filter_adr20=6.62; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,RIVN,2025-12-31,19.622,,,2026-01-07,20.058,rsi2_gt_60,10989,215625.75,4791.54,0.022222,,,,5,91.0,entry=rsi2_next_open; setup_rsi2=4.06; raw_entry=open:19.6200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-30 00:00:00; filter_close=19.5900; filter_ma50=16.4622; filter_avg_value_10=863.62; filter_adr20=6.34; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,FROG,2026-01-02,62.9863,,,2026-01-07,62.9537,rsi2_gt_60,3397,213964.45,-110.72,-0.000517,,,,3,90.0,entry=rsi2_next_open; setup_rsi2=1.66; raw_entry=open:62.9800; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-31 00:00:00; filter_close=62.4600; filter_ma50=59.5122; filter_avg_value_10=105.50; filter_adr20=3.81; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,NUVB,2026-01-05,8.5008,,,2026-01-07,8.8391,rsi2_gt_60,25047,212920.79,8472.55,0.039792,,,,2,98.0,entry=rsi2_next_open; setup_rsi2=3.98; raw_entry=open:8.5000; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-02 00:00:00; filter_close=8.5800; filter_ma50=6.9862; filter_avg_value_10=51.49; filter_adr20=5.60; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,VERA,2026-01-05,48.2248,,,2026-01-07,48.6751,rsi2_gt_60,4419,213105.49,1989.92,0.009338,,,,2,96.0,entry=rsi2_next_open; setup_rsi2=3.11; raw_entry=open:48.2200; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-02 00:00:00; filter_close=48.6200; filter_ma50=37.3344; filter_avg_value_10=58.66; filter_adr20=5.95; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,ESTA,2026-01-05,68.6669,,,2026-01-07,70.003,rsi2_gt_60,3093,212386.63,4132.65,0.019458,,,,2,93.0,entry=rsi2_next_open; setup_rsi2=1.90; raw_entry=open:68.6600; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-02 00:00:00; filter_close=68.8400; filter_ma50=65.7402; filter_avg_value_10=25.43; filter_adr20=4.52; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,NRIX,2026-01-05,18.0618,,,2026-01-07,18.4882,rsi2_gt_60,11750,212226.21,5009.56,0.023605,,,,2,92.0,entry=rsi2_next_open; setup_rsi2=1.74; raw_entry=open:18.0600; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-02 00:00:00; filter_close=18.0600; filter_ma50=15.7855; filter_avg_value_10=28.32; filter_adr20=5.71; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,KOD,2026-01-06,24.3524,,,2026-01-07,27.0673,rsi2_gt_60,8940,217710.77,24270.82,0.111482,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=3.11; raw_entry=open:24.3500; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-05 00:00:00; filter_close=25.0000; filter_ma50=22.5188; filter_avg_value_10=36.96; filter_adr20=8.64; rs_bucket=rs90_100
