strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_rsi2_gt_60,DJT,2024-05-21,48.1848,,,2024-05-24,45.8054,rsi2_gt_60,2075,99983.5,-4937.25,-0.049381,,,,3,97.0,entry=rsi2_next_open; setup_rsi2=4.98; raw_entry=open:48.1800; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-05-20 00:00:00; filter_close=48.3800; filter_ma50=43.3610; filter_avg_value_10=218.38; filter_adr20=10.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,INOD,2024-12-12,36.8737,,,2024-12-16,37.7562,rsi2_gt_60,3371,124301.2,2975.03,0.023934,,,,2,97.0,entry=rsi2_next_open; setup_rsi2=4.70; raw_entry=open:36.8700; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-11 00:00:00; filter_close=37.7300; filter_ma50=29.5996; filter_avg_value_10=94.01; filter_adr20=11.41; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,HNST,2024-12-12,7.1407,,,2024-12-16,7.4293,rsi2_gt_60,17324,123705.73,4998.72,0.040408,,,,2,96.0,entry=rsi2_next_open; setup_rsi2=2.41; raw_entry=open:7.1400; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-11 00:00:00; filter_close=7.1400; filter_ma50=5.3764; filter_avg_value_10=25.80; filter_adr20=8.06; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,LLYVK,2024-12-12,70.7471,,,2024-12-16,71.7528,rsi2_gt_60,1743,123312.15,1753.03,0.014216,,,,2,93.0,entry=rsi2_next_open; setup_rsi2=4.93; raw_entry=open:70.7400; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-11 00:00:00; filter_close=70.8400; filter_ma50=62.2805; filter_avg_value_10=27.96; filter_adr20=2.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,RCAT,2024-12-13,7.2007,,,2024-12-16,10.449,rsi2_gt_60,17078,122973.89,55473.36,0.451099,,,,1,99.0,entry=rsi2_next_open; setup_rsi2=4.42; raw_entry=open:7.2000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-12 00:00:00; filter_close=7.1900; filter_ma50=5.0565; filter_avg_value_10=66.91; filter_adr20=16.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,DUOL,2024-12-13,340.534,,,2024-12-16,348.6851,rsi2_gt_60,365,124294.93,2975.14,0.023936,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=4.76; raw_entry=open:340.5000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-12 00:00:00; filter_close=339.5200; filter_ma50=314.9831; filter_avg_value_10=193.41; filter_adr20=4.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,INOD,2024-12-16,34.8735,,,2024-12-17,37.5662,rsi2_gt_60,3777,131717.16,10170.54,0.077215,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=1.57; raw_entry=open:34.8700; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-13 00:00:00; filter_close=34.5000; filter_ma50=30.3670; filter_avg_value_10=94.62; filter_adr20=10.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,GEO,2024-12-16,27.0027,,,2024-12-19,27.9972,rsi2_gt_60,4919,132826.28,4891.95,0.03683,,,,3,95.0,entry=rsi2_next_open; setup_rsi2=3.64; raw_entry=open:27.0000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-13 00:00:00; filter_close=27.4100; filter_ma50=21.5038; filter_avg_value_10=79.55; filter_adr20=5.15; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,LB,2024-12-09,63.7901,,,2024-12-20,57.8162,rsi2_gt_60,1994,127197.43,-11911.98,-0.09365,,,,9,96.0,entry=rsi2_next_open; setup_rsi2=4.82; raw_entry=open:63.7837; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-06 00:00:00; filter_close=63.5952; filter_ma50=58.5249; filter_avg_value_10=44.88; filter_adr20=10.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,VST,2024-12-11,144.7272,,,2024-12-20,138.9841,rsi2_gt_60,874,126491.56,-5019.46,-0.039682,,,,7,92.0,entry=rsi2_next_open; setup_rsi2=3.77; raw_entry=open:144.7127; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-10 00:00:00; filter_close=140.3299; filter_ma50=137.0090; filter_avg_value_10=726.12; filter_adr20=5.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,TWLO,2024-12-19,106.4106,,,2024-12-20,107.9192,rsi2_gt_60,1174,124926.09,1771.06,0.014177,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=4.59; raw_entry=open:106.4000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-18 00:00:00; filter_close=105.4600; filter_ma50=91.5268; filter_avg_value_10=294.79; filter_adr20=3.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,UAL,2024-12-19,92.7593,,,2024-12-20,97.3903,rsi2_gt_60,1346,124853.98,6233.31,0.049925,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=4.34; raw_entry=open:92.7500; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-18 00:00:00; filter_close=91.4700; filter_ma50=85.5090; filter_avg_value_10=465.64; filter_adr20=3.41; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,QTWO,2024-12-19,104.4104,,,2024-12-20,104.6795,rsi2_gt_60,1198,125083.71,322.37,0.002577,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=4.66; raw_entry=open:104.4000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-18 00:00:00; filter_close=102.3400; filter_ma50=95.5912; filter_avg_value_10=66.14; filter_adr20=3.16; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,GSAT,2024-12-19,28.5028,,,2024-12-20,29.2471,rsi2_gt_60,4402,125469.55,3276.08,0.026111,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=3.44; raw_entry=open:28.5000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-18 00:00:00; filter_close=27.7500; filter_ma50=24.6600; filter_avg_value_10=57.48; filter_adr20=9.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,CRS,2024-12-10,183.7668,,,2024-12-23,171.75,rsi2_gt_60,682,125328.95,-8195.43,-0.065391,,,,9,90.0,entry=rsi2_next_open; setup_rsi2=3.56; raw_entry=open:183.7484; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-09 00:00:00; filter_close=183.2906; filter_ma50=169.8786; filter_avg_value_10=118.39; filter_adr20=3.04; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,UPWK,2024-12-20,16.0116,,,2024-12-23,16.5583,rsi2_gt_60,8233,131823.51,4501.33,0.034147,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=4.48; raw_entry=open:16.0100; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-19 00:00:00; filter_close=16.2400; filter_ma50=14.6408; filter_avg_value_10=28.88; filter_adr20=3.52; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,TPL,2024-12-11,436.2732,,,2024-12-24,384.2238,rsi2_gt_60,290,126519.23,-15094.35,-0.119305,,,,9,91.0,entry=rsi2_next_open; setup_rsi2=4.27; raw_entry=open:436.2296; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-10 00:00:00; filter_close=428.8997; filter_ma50=411.8887; filter_avg_value_10=347.55; filter_adr20=5.95; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,INTA,2024-12-19,65.4465,,,2024-12-24,66.0534,rsi2_gt_60,1914,125264.69,1161.5,0.009272,,,,3,92.0,entry=rsi2_next_open; setup_rsi2=2.84; raw_entry=open:65.4400; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-18 00:00:00; filter_close=64.4300; filter_ma50=57.3374; filter_avg_value_10=44.71; filter_adr20=3.45; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,MSTR,2024-12-20,319.4019,,,2024-12-24,358.1442,rsi2_gt_60,404,129038.38,15651.87,0.121296,,,,2,96.0,entry=rsi2_next_open; setup_rsi2=3.41; raw_entry=open:319.3700; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-19 00:00:00; filter_close=326.4600; filter_ma50=314.1056; filter_avg_value_10=9309.38; filter_adr20=12.12; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,HIMS,2024-12-20,26.0426,,,2024-12-24,28.1472,rsi2_gt_60,5047,131437.03,10621.81,0.080813,,,,2,92.0,entry=rsi2_next_open; setup_rsi2=4.32; raw_entry=open:26.0400; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-19 00:00:00; filter_close=26.3600; filter_ma50=25.3838; filter_avg_value_10=412.02; filter_adr20=10.55; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,SITM,2024-12-20,211.5412,,,2024-12-24,227.1473,rsi2_gt_60,621,131367.06,9691.4,0.073773,,,,2,92.0,entry=rsi2_next_open; setup_rsi2=3.05; raw_entry=open:211.5200; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-19 00:00:00; filter_close=216.0900; filter_ma50=205.1135; filter_avg_value_10=70.44; filter_adr20=5.27; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,IESC,2024-12-09,268.1968,,,2024-12-26,217.9682,rsi2_gt_60,472,126588.9,-23707.91,-0.187283,,,,13,92.0,entry=rsi2_next_open; setup_rsi2=4.18; raw_entry=open:268.1700; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-06 00:00:00; filter_close=268.1700; filter_ma50=244.1556; filter_avg_value_10=64.69; filter_adr20=7.71; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,ROOT,2024-12-13,77.4977,,,2024-12-26,76.0724,rsi2_gt_60,1609,124693.87,-2293.39,-0.018392,,,,9,94.0,entry=rsi2_next_open; setup_rsi2=3.15; raw_entry=open:77.4900; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-12 00:00:00; filter_close=76.2600; filter_ma50=69.1246; filter_avg_value_10=33.13; filter_adr20=10.18; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,SEZL,2024-12-16,51.7118,,,2024-12-26,45.3805,rsi2_gt_60,2533,130986.09,-16037.38,-0.122436,,,,8,97.0,entry=rsi2_next_open; setup_rsi2=0.64; raw_entry=open:51.7067; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-13 00:00:00; filter_close=51.5017; filter_ma50=48.9948; filter_avg_value_10=35.54; filter_adr20=9.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,UPST,2024-12-20,66.0066,,,2024-12-26,72.0228,rsi2_gt_60,1984,130957.09,11936.13,0.091145,,,,4,95.0,entry=rsi2_next_open; setup_rsi2=4.56; raw_entry=open:66.0000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-19 00:00:00; filter_close=67.2300; filter_ma50=64.7157; filter_avg_value_10=536.95; filter_adr20=8.18; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,UNFI,2024-12-24,25.8526,,,2024-12-26,27.2573,rsi2_gt_60,5171,133683.72,7263.65,0.054335,,,,2,93.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:25.8500; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-23 00:00:00; filter_close=25.6500; filter_ma50=23.1588; filter_avg_value_10=34.45; filter_adr20=4.55; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,SFM,2024-12-18,138.2538,,,2025-01-02,132.9467,rsi2_gt_60,892,123322.42,-4733.95,-0.038387,,,,11,90.0,entry=rsi2_next_open; setup_rsi2=3.83; raw_entry=open:138.2400; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-17 00:00:00; filter_close=138.6000; filter_ma50=135.4394; filter_avg_value_10=175.11; filter_adr20=2.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,CAN,2024-12-24,2.1882,,,2025-01-02,2.2198,rsi2_gt_60,60920,133306.29,1922.59,0.014422,,,,7,95.0,entry=rsi2_next_open; setup_rsi2=3.85; raw_entry=open:2.1880; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-23 00:00:00; filter_close=2.0600; filter_ma50=1.7627; filter_avg_value_10=60.23; filter_adr20=15.44; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,JANX,2024-12-19,54.5555,,,2025-01-03,53.9146,rsi2_gt_60,2290,124931.99,-1467.54,-0.011747,,,,11,91.0,entry=rsi2_next_open; setup_rsi2=2.98; raw_entry=open:54.5500; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-18 00:00:00; filter_close=55.1300; filter_ma50=53.5433; filter_avg_value_10=83.06; filter_adr20=8.77; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,DOCS,2024-12-31,53.7954,,,2025-01-03,55.2145,rsi2_gt_60,2499,134434.65,3546.33,0.02638,,,,3,91.0,entry=rsi2_next_open; setup_rsi2=4.18; raw_entry=open:53.7900; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-30 00:00:00; filter_close=53.4600; filter_ma50=50.3018; filter_avg_value_10=147.00; filter_adr20=4.08; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,BE,2025-01-02,22.5123,,,2025-01-03,24.3176,rsi2_gt_60,6043,136041.53,10909.53,0.080193,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=3.49; raw_entry=open:22.5100; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-31 00:00:00; filter_close=22.2100; filter_ma50=19.5120; filter_avg_value_10=112.33; filter_adr20=7.42; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,ARQT,2025-01-02,14.2014,,,2025-01-03,14.6185,rsi2_gt_60,9604,136390.44,4006.0,0.029372,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=4.69; raw_entry=open:14.2000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-31 00:00:00; filter_close=13.9300; filter_ma50=11.3077; filter_avg_value_10=34.51; filter_adr20=7.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,RBRK,2025-01-02,65.7266,,,2025-01-06,68.4931,rsi2_gt_60,2067,135856.83,5718.51,0.042092,,,,2,96.0,entry=rsi2_next_open; setup_rsi2=4.49; raw_entry=open:65.7200; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-31 00:00:00; filter_close=65.3600; filter_ma50=53.1002; filter_avg_value_10=245.90; filter_adr20=6.80; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,DXYZ,2025-01-03,56.2706,,,2025-01-06,61.7738,rsi2_gt_60,2455,138144.39,13510.34,0.097799,,,,1,99.0,entry=rsi2_next_open; setup_rsi2=3.69; raw_entry=open:56.2650; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-02 00:00:00; filter_close=57.1600; filter_ma50=41.6466; filter_avg_value_10=88.80; filter_adr20=14.48; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,UAL,2025-01-03,95.4095,,,2025-01-06,98.5601,rsi2_gt_60,1461,139393.34,4603.03,0.033022,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=4.02; raw_entry=open:95.4000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-02 00:00:00; filter_close=95.4300; filter_ma50=91.1548; filter_avg_value_10=452.87; filter_adr20=3.52; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,TSLA,2025-01-03,381.5182,,,2025-01-06,411.0089,rsi2_gt_60,365,139254.13,10764.11,0.077298,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=2.97; raw_entry=open:381.4800; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-02 00:00:00; filter_close=379.2800; filter_ma50=349.3916; filter_avg_value_10=40205.61; filter_adr20=5.71; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,CIEN,2025-01-03,83.6484,,,2025-01-06,84.4815,rsi2_gt_60,1679,140445.6,1398.92,0.009961,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=2.87; raw_entry=open:83.6400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-02 00:00:00; filter_close=83.2400; filter_ma50=73.6926; filter_avg_value_10=149.64; filter_adr20=3.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,ALK,2025-01-03,64.3064,,,2025-01-07,65.5134,rsi2_gt_60,2186,140573.86,2638.53,0.01877,,,,2,92.0,entry=rsi2_next_open; setup_rsi2=4.64; raw_entry=open:64.3000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-02 00:00:00; filter_close=64.3000; filter_ma50=55.3154; filter_avg_value_10=197.10; filter_adr20=3.03; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,AXON,2025-01-02,604.1304,,,2025-01-14,579.742,rsi2_gt_60,226,136533.47,-5511.78,-0.040369,,,,8,92.0,entry=rsi2_next_open; setup_rsi2=4.03; raw_entry=open:604.0700; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-31 00:00:00; filter_close=594.3200; filter_ma50=576.9822; filter_avg_value_10=900.79; filter_adr20=3.81; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,AISP,2025-01-10,4.5405,,,2025-01-14,4.6895,rsi2_gt_60,30863,140132.03,4600.97,0.032833,,,,2,94.0,entry=rsi2_next_open; setup_rsi2=2.91; raw_entry=open:4.5400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-08 00:00:00; filter_close=4.5500; filter_ma50=3.4971; filter_avg_value_10=26.72; filter_adr20=20.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,UMAC,2025-01-10,12.8413,,,2025-01-15,12.9887,rsi2_gt_60,10985,141061.51,1619.37,0.01148,,,,3,99.0,entry=rsi2_next_open; setup_rsi2=4.13; raw_entry=open:12.8400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-08 00:00:00; filter_close=12.3800; filter_ma50=8.6020; filter_avg_value_10=63.73; filter_adr20=19.68; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,SOUN,2025-01-10,14.4414,,,2025-01-15,13.8886,rsi2_gt_60,9780,141237.32,-5406.7,-0.038281,,,,3,98.0,entry=rsi2_next_open; setup_rsi2=2.20; raw_entry=open:14.4400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-08 00:00:00; filter_close=15.0200; filter_ma50=12.3029; filter_avg_value_10=1585.05; filter_adr20=17.69; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,AIRE,2025-01-10,42.4042,,,2025-01-15,44.9955,rsi2_gt_60,3310,140358.04,8577.07,0.061108,,,,3,94.0,entry=rsi2_next_open; setup_rsi2=4.89; raw_entry=open:42.4000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-08 00:00:00; filter_close=44.7500; filter_ma50=34.0005; filter_avg_value_10=51.19; filter_adr20=22.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,GRRR,2025-01-13,13.4613,,,2025-01-15,15.8184,rsi2_gt_60,9995,134546.15,23558.93,0.175099,,,,2,98.0,entry=rsi2_next_open; setup_rsi2=3.59; raw_entry=open:13.4600; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-10 00:00:00; filter_close=11.6500; filter_ma50=8.9679; filter_avg_value_10=103.14; filter_adr20=22.73; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,GDYN,2025-01-13,19.972,,,2025-01-15,21.0579,rsi2_gt_60,6665,133113.36,7237.5,0.054371,,,,2,91.0,entry=rsi2_next_open; setup_rsi2=3.40; raw_entry=open:19.9700; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-10 00:00:00; filter_close=20.3400; filter_ma50=18.9382; filter_avg_value_10=53.04; filter_adr20=4.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,DOCS,2025-01-13,51.3951,,,2025-01-15,52.9647,rsi2_gt_60,2596,133421.78,4074.59,0.030539,,,,2,90.0,entry=rsi2_next_open; setup_rsi2=4.60; raw_entry=open:51.3900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-10 00:00:00; filter_close=52.1000; filter_ma50=52.0448; filter_avg_value_10=90.46; filter_adr20=3.94; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,EOSE,2025-01-14,4.8705,,,2025-01-15,5.1995,rsi2_gt_60,28178,137240.58,9270.36,0.067548,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=3.64; raw_entry=open:4.8700; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-13 00:00:00; filter_close=4.7400; filter_ma50=3.5440; filter_avg_value_10=49.52; filter_adr20=10.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,DXYZ,2025-01-14,53.0653,,,2025-01-15,55.2745,rsi2_gt_60,2571,136430.91,5679.76,0.041631,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=1.56; raw_entry=open:53.0600; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-13 00:00:00; filter_close=48.4900; filter_ma50=47.1696; filter_avg_value_10=70.63; filter_adr20=10.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,REAL,2025-01-14,8.3308,,,2025-01-15,9.0091,rsi2_gt_60,16264,135492.67,11031.32,0.081416,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=1.71; raw_entry=open:8.3300; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-13 00:00:00; filter_close=8.1500; filter_ma50=6.7674; filter_avg_value_10=40.23; filter_adr20=9.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,BTDR,2025-01-14,18.3118,,,2025-01-15,20.8379,rsi2_gt_60,7382,135177.93,18647.56,0.137948,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=4.96; raw_entry=open:18.3100; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-13 00:00:00; filter_close=17.1100; filter_ma50=15.9497; filter_avg_value_10=179.04; filter_adr20=15.37; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,DAVE,2025-01-14,83.5184,,,2025-01-15,86.7813,rsi2_gt_60,1625,135717.32,5302.32,0.039069,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=4.76; raw_entry=open:83.5100; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-13 00:00:00; filter_close=81.8700; filter_ma50=80.1200; filter_avg_value_10=39.44; filter_adr20=8.89; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,BBAI,2025-01-14,3.1703,,,2025-01-15,3.3897,rsi2_gt_60,42732,135473.99,9373.01,0.069187,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=3.04; raw_entry=open:3.1700; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-13 00:00:00; filter_close=2.9800; filter_ma50=2.7426; filter_avg_value_10=195.70; filter_adr20=18.40; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,KC,2025-01-14,9.611,,,2025-01-16,9.909,rsi2_gt_60,14113,135639.49,4206.35,0.031011,,,,2,98.0,entry=rsi2_next_open; setup_rsi2=3.10; raw_entry=open:9.6100; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-13 00:00:00; filter_close=9.1500; filter_ma50=7.4436; filter_avg_value_10=37.62; filter_adr20=6.16; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,ACHR,2025-01-14,8.6809,,,2025-01-16,9.0891,rsi2_gt_60,15655,135898.99,6390.73,0.047026,,,,2,97.0,entry=rsi2_next_open; setup_rsi2=3.49; raw_entry=open:8.6800; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-13 00:00:00; filter_close=8.2300; filter_ma50=7.2306; filter_avg_value_10=398.19; filter_adr20=12.91; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,LUNR,2025-01-15,17.6518,,,2025-01-16,19.0581,rsi2_gt_60,8551,150940.24,12025.52,0.079671,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=4.64; raw_entry=open:17.6500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-14 00:00:00; filter_close=16.8100; filter_ma50=13.8064; filter_avg_value_10=292.67; filter_adr20=12.93; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,EOSE,2025-01-15,4.6805,,,2025-01-16,6.1594,rsi2_gt_60,32530,152255.62,48109.14,0.315976,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=2.20; raw_entry=open:4.6800; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-14 00:00:00; filter_close=4.6000; filter_ma50=3.5672; filter_avg_value_10=46.38; filter_adr20=10.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,SOUN,2025-01-15,13.4113,,,2025-01-16,13.9686,rsi2_gt_60,11478,153935.37,6396.26,0.041552,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=0.83; raw_entry=open:13.4100; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-14 00:00:00; filter_close=12.7900; filter_ma50=12.7453; filter_avg_value_10=1210.31; filter_adr20=17.51; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,QURE,2025-01-15,13.8114,,,2025-01-16,14.2086,rsi2_gt_60,11186,154494.11,4443.05,0.028759,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=0.70; raw_entry=open:13.8100; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-14 00:00:00; filter_close=13.2300; filter_ma50=11.0223; filter_avg_value_10=25.00; filter_adr20=8.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,RUM,2025-01-15,10.8911,,,2025-01-16,12.2488,rsi2_gt_60,14204,154697.03,19284.57,0.12466,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=2.48; raw_entry=open:10.8900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-14 00:00:00; filter_close=10.2100; filter_ma50=8.5670; filter_avg_value_10=65.58; filter_adr20=14.17; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60,BE,2025-01-15,23.2523,,,2025-01-16,23.5576,rsi2_gt_60,6652,154674.47,2030.98,0.013131,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=4.37; raw_entry=open:23.2500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-14 00:00:00; filter_close=22.3000; filter_ma50=21.7880; filter_avg_value_10=123.01; filter_adr20=7.19; rs_bucket=rs90_100
